benchmark	mode	entries	miss_ns	plain_us	runtime_us	abs_overhead_us	abs_overhead_pct	proj_overhead_us	proj_overhead_pct	iommu_checks	iotlb_hits	iotlb_misses	iotlb_hit_rate_pct	smid_requests	smid_validations
stencil3d	iommu_e8_m500ns	8	500	13879.399	13983.303	103.904	0.749%	650.516	4.687%	276454	276258	196	99.9291%	0	0
stencil3d	iommu_e8_m1000ns	8	1000	13879.399	14031.805	152.406	1.098%	748.504	5.393%	276448	276252	196	99.9291%	0	0
stencil3d	iommu_e16_m100ns	16	100	13879.399	13944.770	65.371	0.471%	572.048	4.122%	276420	276224	196	99.9291%	0	0
stencil3d	iommu_e16_m250ns	16	250	13879.399	13959.717	80.318	0.579%	601.516	4.334%	276454	276258	196	99.9291%	0	0
stencil3d	iommu_e16_m500ns	16	500	13879.399	13983.303	103.904	0.749%	650.516	4.687%	276454	276258	196	99.9291%	0	0
stencil3d	iommu_e16_m1000ns	16	1000	13879.399	14031.805	152.406	1.098%	748.504	5.393%	276448	276252	196	99.9291%	0	0
stencil3d	iommu_e32_m100ns	32	100	13879.399	13938.375	58.976	0.425%	559.456	4.031%	276396	276328	68	99.9754%	0	0
stencil3d	iommu_e32_m250ns	32	250	13879.399	13944.297	64.898	0.468%	569.668	4.104%	276402	276334	68	99.9754%	0	0
stencil3d	iommu_e32_m500ns	32	500	13879.399	13951.932	72.533	0.523%	586.672	4.227%	276404	276336	68	99.9754%	0	0
stencil3d	iommu_e32_m1000ns	32	1000	13879.399	13968.381	88.982	0.641%	620.660	4.472%	276398	276330	68	99.9754%	0	0
stencil3d	iommu_e64_m100ns	64	100	13879.399	13938.375	58.976	0.425%	559.260	4.029%	276396	276330	66	99.9761%	0	0
stencil3d	iommu_e64_m250ns	64	250	13879.399	13944.070	64.671	0.466%	569.172	4.101%	276402	276336	66	99.9761%	0	0
stencil3d	iommu_e64_m500ns	64	500	13879.399	13951.124	71.725	0.517%	585.676	4.220%	276404	276338	66	99.9761%	0	0
stencil3d	iommu_e64_m1000ns	64	1000	13879.399	13967.503	88.104	0.635%	618.664	4.457%	276398	276332	66	99.9761%	0	0
stencil3d	iommu_e256_m100ns	256	100	13879.399	13938.375	58.976	0.425%	559.260	4.029%	276396	276330	66	99.9761%	0	0
stencil3d	iommu_e256_m250ns	256	250	13879.399	13944.070	64.671	0.466%	569.172	4.101%	276402	276336	66	99.9761%	0	0
stencil3d	iommu_e256_m500ns	256	500	13879.399	13951.124	71.725	0.517%	585.676	4.220%	276404	276338	66	99.9761%	0	0
stencil3d	iommu_e256_m1000ns	256	1000	13879.399	13967.503	88.104	0.635%	618.664	4.457%	276398	276332	66	99.9761%	0	0
stencil3d	iommu_e2048_m100ns	2048	100	13879.399	13938.375	58.976	0.425%	559.260	4.029%	276396	276330	66	99.9761%	0	0
stencil3d	iommu_e2048_m250ns	2048	250	13879.399	13944.070	64.671	0.466%	569.172	4.101%	276402	276336	66	99.9761%	0	0
stencil3d	iommu_e2048_m500ns	2048	500	13879.399	13951.124	71.725	0.517%	585.676	4.220%	276404	276338	66	99.9761%	0	0
stencil3d	iommu_e2048_m1000ns	2048	1000	13879.399	13967.503	88.104	0.635%	618.664	4.457%	276398	276332	66	99.9761%	0	0
